Index,Sentences,Annotation
31305,"Secondly, I do believe the lawsuits -- I don't believe, I know -- that the lawsuits are causing health-care costs to rise in America.",Claim
31439,That's why I'm such a strong believer in medical liability reform.,Claim
31507,"In the last debate, my opponent said those lawsuits only caused the cost to go up by 1 percent.",Premise
31603,"Well, he didn't include the defensive practice of medicine that costs the federal government some $28 billion a year and costs our society between $60 billion and $100 billion a year.",Premise
31788,"Thirdly, one of the reasons why there's still high cost in medicine is because this is -- they don't use any information technology.",Premise
31921,"It's like if you looked at the -- it's the equivalent of the buggy and horse days, compared to other industries here in America.",Premise
32051,"And so, we've got to introduce high technology into health care.",Claim
32116,We're beginning to do it.,Claim
32142,We're changing the language.,Claim
32171,"We want there to be electronic medical records to cut down on error, as well as reduce cost.",Premise
32265,"People tell me that when the health-care field is fully integrated with information technology, it'll wring some 20 percent of the cost out of the system.",Claim
32421,"And finally, moving generic drugs to the market quicker.",Claim
32479,"And so, those are four ways to help control the costs in health care.",Claim
32562,Senator Kerry?,None
32585,"The reason health-care costs are getting higher, one of the principal reasons is that this administration has stood in the way of common-sense efforts that would have reduced the costs.",Claim
32771,Let me give you a prime example.,None
32804,In the Senate we passed the right of Americans to import drugs from Canada.,Premise
32880,"But the president and his friends took it out in the House, and now you don't have that right.",Claim
32975,The president blocked you from the right to have less expensive drugs from Canada.,Claim
33059,We also wanted Medicare to be able to negotiate bulk purchasing.,Claim
33124,The VA does that.,Premise
33142,The VA provides lower-cost drugs to our veterans.,Premise
33192,We could have done that in Medicare.,Claim
33230,Medicare is paid for by the American taxpayer.,Claim
33277,Medicare belongs to you.,Claim
33302,"Medicare is for seniors, who many of them are on fixed income, to lift them out of poverty.",Claim
33395,"But rather than help you, the taxpayer, have lower cost, rather than help seniors have less expensive drugs, the president made it illegal -- illegal -- for Medicare to actually go out and bargain for lower prices.",Premise
33611,Result: $139 billion windfall profit to the drug companies coming out of your pockets.,Claim
33698,That's a large part of your 17 percent increase in Medicare premiums.,Premise
33769,"When I'm president, I'm sending that back to Congress and we're going to get a real prescription drug benefit.",Claim
33881,"Now, we also have people sicker because they don't have health insurance.",Premise
33955,"So whether it's diabetes or cancer, they come to hospitals later and it costs America more.",Claim
34048,We got to have health care for all Americans.,Claim
34107,"Go ahead, Mr. President.",None
34139,"I think it's important, since he talked about the Medicare plan, has he been in the United States Senate for 20 years?",Claim
34258,He has no record on reforming of health care.,Claim
34304,No record at all.,Premise
34322,He introduced some 300 bills and he's passed five.,Claim
34374,No record of leadership.,Premise
34400,I came to Washington to solve problems.,Claim
34440,I was deeply concerned about seniors having to choose between prescription drugs and food.,Claim
34531,And so I led.,None
34545,"And in 2006, our seniors will get a prescription drug coverage in Medicare.",Claim
34634,Senator Kerry?,None
34649,Thirty seconds.,None
34673,"Once again, the president is misleading America.",Claim
34722,"I've actually passed 56 individual bills that I've personally written and, in addition to that, and not always under my name, there is amendments on certain bills.",Claim
34886,"But more importantly, with respect to the question of no record, I helped write -- I did write, I was one of the original authors of the early childhood health care and the expansion of health care that we did in the middle of the 1990s.",Claim
35124,And I'm very proud of that.,None
35153,So the president's wrong.,Claim
35192,"Let me direct the next question to you, Senator Kerry, and again, let's stay on health care.",None
35285,"You have, as you have proposed and as the president has commented on tonight, proposed a massive plan to extend health-care coverage to children.",None
35431,You're also talking about the government picking up a big part of the catastrophic bills that people get at the hospital.,None
35554,And you have said that you can pay for this by rolling back the president's tax cut on the upper 2 percent.,None
35663,You heard the president say earlier tonight that it's going to cost a whole lot more money than that.,None
35766,"I'd just ask you, where are you going to get the money?",None
35831,"Well, two leading national news networks have both said the president's characterization of my health-care plan is incorrect.",Claim
35957,One called it fiction.,Premise
35980,The other called it untrue.,Premise
36008,"The fact is that my health-care plan, America, is very simple.",Claim
36071,It gives you the choice.,Claim
36096,I don't force you to do anything.,Premise
36130,It's not a government plan.,Premise
36158,The government doesn't require you to do anything.,Premise
36209,You choose your doctor.,Claim
36233,You choose your plan.,Claim
36256,"If you don't want to take the offer of the plan that I want to put forward, you don't have do.",Premise
36351,"You can keep what you have today, keep a high deductible, keep high premiums, keep a high co-pay, keep low benefits.",Claim
36469,But I got a better plan.,Premise
36494,And I don't think a lot of people are going to want to keep what they have today.,Claim
36577,Here's what I do: We take over Medicaid children from the states so that every child in America is covered.,Claim
36685,"And in exchange, if the states want to -- they're not forced to, they can choose to -- they cover individuals up to 300 percent of poverty.",Premise
36825,It's their choice.,Premise
36845,"I think they'll choose it, because it's a net plus of $5 billion to them.",Premise
36920,"We allow you -- if you choose to, you don't have to -- but we give you broader competition to allow you to buy into the same health care plan that senators and congressmen give themselves.",Claim
37109,"If it's good enough for us, it's good enough for every American.",Premise
37174,"I believe that your health care is just as important as any politician in Washington, D. C.  You want to buy into it, you can.",Claim
37301,We give you broader competition.,Claim
37334,That helps lower prices.,Premise
37360,"In addition to that, we're going to allow people 55 to 64 to buy into Medicare early.",Claim
37446,"And most importantly, we give small business a 50 percent tax credit so that after we lower the costs of health care, they also get, whether they're self-employed or a small business, a lower cost to be able to cover their employees.",Premise
37681,"Now, what happens is when you begin to get people covered like that -- for instance in diabetes, if you diagnose diabetes early, you could save $50 billion in the health care system of America by avoiding surgery and dialysis.",Claim
37908,It works.,Premise
37918,And I'm going to offer it to America.,Claim
37969,Mr. President?,None
37991,"In all due respect, I'm not so sure it's credible to quote leading news organizations about -- oh, never mind.",None
38102,"Anyway, let me quote the Lewin report.",None
38141,The Lewin report is a group of folks who are not politically affiliated.,Premise
38214,They analyzed the senator's plan.,Premise
38248,It cost $1.2 trillion.,Premise
38271,"The Lewin report accurately noted that there are going to be 20 million people, over 20 million people added to government-controlled health care.",Premise
38418,It would be the largest increase in government health care ever.,Claim
38484,"If you raise the Medicaid to 300 percent, it provides an incentive for small businesses not to provide private insurance to their employees.",Claim
38625,Why should they insure somebody when the government's going to insure it for them?,Premise
38709,It's estimated that 8 million people will go from private insurance to government insurance.,Claim
38803,We have a fundamental difference of opinion.,None
38848,"I think government- run health will lead to poor-quality health, will lead to rationing, will lead to less choice.",Claim
38964,"Once a health-care program ends up in a line item in the federal government budget, it leads to more controls.",Claim
39076,And just look at other countries that have tried to have federally controlled health care.,Premise
39167,They have poor-quality health care.,Claim
39204,"Our health-care system is the envy of the world because we believe in making sure that the decisions are made by doctors and patients, not by officials in the nation's capital.",Premise
39394,Senator?,None
39411,The president just said that government-run health care results in poor quality.,Claim
39492,"Now, maybe that explains why he hasn't fully funded the VA and the VA hospital is having trouble and veterans are complaining.",Premise
39619,Maybe that explains why Medicare patients are complaining about being pushed off of Medicare.,Premise
39713,He doesn't adequately fund it.,Claim
39745,But let me just say to America: I am not proposing a government-run program.,Claim
39822,That's not what I have.,Premise
39846,I have Blue Cross/Blue Shield.,Premise
39877,Senators and congressmen have a wide choice.,Premise
39922,Americans ought to have it too.,Claim
39967,Mr. President?,None
39989,"Talk about the VA, we've increased VA funding by $22 billion in the four years since I've been president.",Claim
40095,That's twice the amount that my predecessor increased VA funding.,Premise
40161,"Of course we're meeting our obligation to our veterans, and the veterans know that.",Claim
40246,We're expanding veterans' health care throughout the country.,Claim
40308,We're aligning facilities where the veterans live now.,Claim
40363,"Veterans are getting very good health care under my administration, and they will continue to do so during the next four years.",Claim
40504,"Mr. President, the next question is to you.",None
40548,"We all know that Social Security is running out of money, and it has to be fixed.",Claim
40630,You have proposed to fix it by letting people put some of the money collected to pay benefits into private savings accounts.,Premise
40755,But the critics are saying that's going to mean finding $1 trillion over the next 10 years to continue paying benefits as those accounts are being set up.,Premise
40910,So where do you get the money?,None
40941,Are you going to have to increase the deficit by that much over 10 years?,None
41023,"First, let me make sure that every senior listening today understands that when we're talking about reforming Social Security, that they'll still get their checks.",None
41187,"I remember the 2000 campaign, people said if George W. gets elected, your check will be taken away.",Premise
41287,"Well, people got their checks, and they'll continue to get their checks.",Claim
41361,"There is a problem for our youngsters, a real problem.",None
41416,"And if we don't act today, the problem will be valued in the trillions.",Premise
41488,And so I think we need to think differently.,Claim
41533,We'll honor our commitment to our seniors.,Claim
41576,"But for our children and our grandchildren, we need to have a different strategy.",Premise
41659,"And recognizing that, I called together a group of our fellow citizens to study the issue.",Premise
41750,"It was a committee chaired by the late Senator Daniel Patrick Moynihan of New York, a Democrat.",None
41846,And they came up with a variety of ideas for people to look at.,Claim
41911,"I believe that younger workers ought to be allowed to take some of their own money and put it in a personal savings account, because I understand that they need to get better rates of return than the rates of return being given in the current Social Security trust.",Premise
42178,And the compounding rate of interest effect will make it more likely that the Social Security system is solvent for our children and our grandchildren.,Premise
42330,I will work with Republicans and Democrats.,Claim
42374,It'll be a vital issue in my second term.,Premise
42416,"It is an issue that I am willing to take on, and so I'll bring Republicans and Democrats together.",Claim
42516,And we're of course going to have to consider the costs.,Claim
42573,"But I want to warn my fellow citizens: The cost of doing nothing, the cost of saying the current system is OK, far exceeds the costs of trying to make sure we save the system for our children.",Claim
42779,Senator Kerry?,None
42802,You just heard the president say that young people ought to be able to take money out of Social Security and put it in their own accounts.,Premise
42941,"Now, my fellow Americans, that's an invitation to disaster.",Claim
43002,"The CBO said very clearly that if you were to adopt the president's plan, there would be a $2 trillion hole in Social Security, because today's workers pay in to the system for today's retirees.",Claim
43197,And the CBO said -- that's the Congressional Budget Office; it's bipartisan -- they said that there would have to be a cut in benefits of 25 percent to 40 percent.,Premise
43362,"Now, the president has never explained to America, ever, hasn't done it tonight, where does the transitional money, that $2 trillion, come from?",Claim
43508,"He's already got $3 trillion, according to The Washington Post, of expenses that he's put on the line from his convention and the promises of this campaign, none of which are paid for.",Claim
43693,Not one of them are paid for.,Premise
43724,The fact is that the president is driving the largest deficits in American history.,Claim
43808,He's broken the pay-as-you-go rules.,Claim
43846,I have a record of fighting for fiscal responsibility.,Claim
43901,"In 1985, I was one of the first Democrats -- broke with my party.",Premise
43967,We balanced the budget in the '90s.,Premise
44003,We paid down the debt for two years.,Premise
44041,And that's what we're going to do.,None
44076,We're going to protect Social Security.,Claim
44116,I will not privatize it.,Claim
44141,I will not cut the benefits.,Claim
44170,And we're going to be fiscally responsible.,Claim
44214,And we will take care of Social Security.,Claim
44269,"Let me just stay on Social Security with a new question for Senator Kerry, because, Senator Kerry, you have just said you will not cut benefits.",Premise
44414,"Alan Greenspan, the chairman of the Federal Reserve, says there's no way that Social Security can pay retirees what we have promised them unless we recalibrate.",Claim
44576,"What he's suggesting, we're going to cut benefits or we're going to have to raise the retirement age.",Claim
44678,We may have to take some other reform.,Claim
44717,"But if you've just said, you've promised no changes, does that mean you're just going to leave this as a problem, another problem for our children to solve?",Premise
44883,Not at all.,Claim
44895,"Absolutely not, Bob.",Claim
44916,"This is the same thing we heard -- remember, I appeared on ""Meet the Press"" with Tim Russert in 1990-something.",None
45028,We heard the same thing.,None
45053,We fixed it.,None
45066,"In fact, we put together a $5.",None
45097,6 trillion surplus in the '90s that was for the purpose of saving Social Security.,Premise
45180,If you take the tax cut that the president of the United States has given -- President Bush gave to Americans in the top 1 percent of America -- just that tax cut that went to the top 1 percent of America would have saved Social Security until the year 2075.,Claim
45440,The president decided to give it to the wealthiest Americans in a tax cut.,Premise
45515,"Now, Alan Greenspan, who I think has done a terrific job in monetary policy, supports the president's tax cut.",Claim
45626,I don't.,Claim
45635,"I support it for the middle class, not that part of it that goes to people earning more than $200,000 a year.",Premise
45746,"And when I roll it back and we invest in the things that I have talked about to move our economy, we're going to grow sufficiently, it would begin to cut the deficit in half, and we get back to where we were at the end of the 1990s when we balanced the budget and paid down the debt of this country.",Claim
46047,"Now, we can do that.",None
46069,"Now, if later on after a period of time we find that Social Security is in trouble, we'll pull together the top experts of the country.",Premise
46205,We'll do exactly what we did in the 1990s.,Claim
46248,And we'll make whatever adjustment is necessary.,Claim
46298,But the first and most important thing is to start creating jobs in America.,Claim
46375,"The jobs the president is creating pay $9,000 less than the jobs that we're losing.",Claim
46459,"And this is the first president in 72 years to preside over an economy in America that has lost jobs, 1.",Premise
46564,6 million jobs.,None
46581,"Eleven other presidents -- six Democrats and five Republicans -- had wars, had recessions, had great difficulties; none of them lost jobs the way this president has.",Premise
46748,I have a plan to put America back to work.,Premise
46791,"And if we're fiscally responsible and put America back to work, we're going to fix Social Security.",Claim
46904,Mr. President?,None
46926,He forgot to tell you he voted to tax Social Security benefits more than one time.,Claim
47009,I didn't hear any plan to fix Social Security.,Premise
47056,I heard more of the same.,Claim
47082,He talks about middle-class tax cuts.,Premise
47120,That's exactly where the tax cuts went.,Claim
47160,Most of the tax cuts went to low- and middle-income Americans.,Claim
47223,And now the tax code is more fair.,Premise
47258,Twenty percent of the upper-income people pay about 80 percent of the taxes in America today because of how we structured the tax cuts.,Claim
47394,People listening out there know the benefits of the tax cuts we passed.,Premise
47466,"If you have a child, you got tax relief.",Claim
47507,"If you're married, you got tax relief.",Claim
47546,"If you pay any tax at all, you got tax relief.",Claim
47593,All of which was opposed by my opponent.,Premise
47635,And the tax relief was important to spur consumption and investment to get us out of this recession.,Claim
47737,"People need to remember: Six months prior to my arrival, the stock market started to go down.",Premise
47831,And it was one of the largest declines in our history.,Premise
47886,"And then we had a recession and we got attacked, which cost us 1 million jobs.",Premise
47966,But we acted.,Claim
47980,I led the Congress.,Claim
48000,We passed tax relief.,Claim
48022,And now this economy is growing.,Claim
48055,We added 1.,Premise
48067,9 million new jobs over the last 13 months.,None
48112,"Sure, there's more work to do.",Premise
48143,But the way to make sure our economy grows is not to raise taxes on small-business owners.,Claim
48234,It's not to increase the scope of the federal government.,Claim
48292,It's to make sure we have fiscal sanity and keep taxes low.,Claim
48365,"Let's go to a new question, Mr. President.",None
48408,I got more e-mail this week on this question than any other question.,None
48478,And it is about immigration.,Premise
48508,"I'm told that at least 8,000 people cross our borders illegally every day.",Claim
48583,"Some people believe this is a security issue, as you know.",Claim
48642,Some believe it's an economic issue.,Claim
48679,Some see it as a human-rights issue.,Claim
48717,How do you see it?,Premise
48736,And what do we need to do about it?,Premise
48780,I see it as a serious problem.,Claim
48811,"I see it as a security issue, I see it as an economic issue, and I see it as a human-rights issue.",Claim
48910,We're increasing the border security of the United States.,Claim
48969,"We've got 1,000 more Border Patrol agents on the southern border.",Claim
49036,We're using new equipment.,Claim
49063,We're using unmanned vehicles to spot people coming across.,Claim
49124,And we'll continue to do so over the next four years.,Claim
49178,It's a subject I'm very familiar with.,Premise
49217,"After all, I was a border governor for a while.",Premise
49266,Many people are coming to this country for economic reasons.,Claim
49327,They're coming here to work.,Premise
49356,"If you can make 50 cents in the heart of Mexico, for example, or make $5 here in America, $5.",Premise
49450,"15, you're going to come here if you're worth your salt, if you want to put food on the table for your families.",Premise
49563,And that's what's happening.,None
49593,"And so in order to take pressure off the borders, in order to make the borders more secure, I believe there ought to be a temporary worker card that allows a willing worker and a willing employer to mate up, so long as there's not an American willing to do that job, to join up in order to be able to fulfill the employers' needs.",Premise
49925,That has the benefit of making sure our employers aren't breaking the law as they try to fill their workforce needs.,Premise
50042,"It makes sure that the people coming across the border are humanely treated, that they're not kept in the shadows of our society, that they're able to go back and forth to see their families.",Claim
50234,"See, the card, it'll have a period of time attached to it.",Claim
50294,It also means it takes pressure off the border.,Premise
50342,"If somebody is coming here to work with a card, it means they're not going to have to sneak across the border.",Premise
50453,It means our border patrol will be more likely to be able to focus on doing their job.,Claim
50541,"Now, it's very important for our citizens to also know that I don't believe we ought to have amnesty.",Claim
50643,I don't think we ought to reward illegal behavior.,Claim
50694,There are plenty of people standing in line to become a citizen.,Premise
50759,And we ought not to crowd these people ahead of them in line.,None
50822,"If they want to become a citizen, they can stand in line, too.",Premise
50886,And here is where my opponent and I differ.,Premise
50930,"In September 2003, he supported amnesty for illegal aliens.",Claim
51003,Time's up.,None
51014,Senator?,None
51032,"Let me just answer one part of the last question quickly, and then I'll come to immigration.",None
51125,"The American middle-class family isn't making it right now, Bob.",Claim
51190,"And what the president said about the tax cuts has been wiped out by the increase in health care, the increase in gasoline, the increase in tuitions, the increase in prescription drugs.",Premise
51377,"The fact is, the take-home pay of a typical American family as a share of national income is lower than it's been since 1929.",Claim
51503,And the take-home pay of the richest .,Claim
51542,1 percent of Americans is the highest it's been since 1928.,Premise
51603,"Under President Bush, the middle class has seen their tax burden go up and the wealthiest's tax burden has gone down.",Claim
51721,Now that's wrong.,Claim
51740,"Now, with respect to immigration reform, the president broke his promise on immigration reform.",Claim
51836,He said he would reform it.,Premise
51864,Four years later he is now promising another plan.,Claim
51916,"Here's what I'll do: Number one, the borders are more leaking today than they were before 9/11.",Claim
52012,"The fact is, we haven't done what we need to do to toughen up our borders, and I will.",Premise
52100,"Secondly, we need a guest-worker program, but if it's all we have, it's not going to solve the problem.",Claim
52205,The second thing we need is to crack down on illegal hiring.,Claim
52266,"It's against the law in the United States to hire people illegally, and we ought to be enforcing that law properly.",Premise
52383,"And thirdly, we need an earned-legalization program for people who have been here for a long time, stayed out of trouble, got a job, paid their taxes, and their kids are American.",Claim
52563,"We got to start moving them toward full citizenship, out of the shadows.",Claim
52647,"Do you want to respond, Mr. President?",None
52694,"Well, to say that the borders are not as protected as they were prior to September the 11th shows he doesn't know the borders.",Premise
52821,They're much better protected today than they were when I was the governor of Texas.,Claim
52906,We have much more manpower and much more equipment there.,Premise
52965,"He just doesn't understand how the borders work, evidently, to say that.",Premise
53038,That is an outrageous claim.,None
53068,And we'll continue to protect our borders.,Claim
53111,We're continuing to increase manpower and equipment.,Claim
53177,Senator?,None
53194,Four thousand people a day are coming across the border.,Premise
53251,"The fact is that we now have people from the Middle East, allegedly, coming across the border.",Claim
53347,And we're not doing what we ought to do in terms of the technology.,Claim
53415,We have iris-identification technology.,Premise
53455,"We have thumbprint, fingerprint technology today.",Premise
53505,"We can know who the people are, that they're really the people they say they are when they cross the border.",Claim
53615,We could speed it up.,Premise
53637,There are huge delays.,Claim
53661,"The fact is our borders are not as secure as they ought to be, and I'll make them secure.",Claim
53764,"Next question to you, Senator Kerry.",None
53801,The gap between rich and poor is growing wider.,None
53849,More people are dropping into poverty.,None
53888,"Yet the minimum wage has been stuck at, what, $5.",None
53938,15 an hour now for about seven years.,None
53976,Is it time to raise it?,None
54009,"Well, I'm glad you raised that question.",None
54050,It's long overdue time to raise the minimum wage.,Claim
54101,"And, America, this is one of those issues that separates the president and myself.",None
54185,We have fought to try to raise the minimum wage in the last years.,Premise
54252,But the Republican leadership of the House and Senate won't even let us have a vote on it.,Claim
54343,We're not allowed to vote on it.,Premise
54376,They don't want to raise the minimum wage.,Claim
54419,The minimum wage is the lowest minimum wage value it has been in our nation in 50 years.,Claim
54509,"If we raise the minimum wage, which I will do over several years to $7 an hour, 9.",Premise
54592,"2 million women who are trying to raise their families would earn another $3,800 a year.",None
54682,The president has denied 9.,Premise
54710,"2 million women $3,800 a year, but he doesn't hesitate to fight for $136,000 to a millionaire.",Claim
54806,"One percent of America got $89 billion last year in a tax cut, but people working hard, playing by the rules, trying to take care of their kids, family values, that we're supposed to value so much in America -- I'm tired of politicians who talk about family values and don't value families.",Premise
55098,What we need to do is raise the minimum wage.,Claim
55144,We also need to hold on to equal pay.,Claim
55182,Women work for 76 cents on the dollar for the same work that men do.,Premise
55251,That's not right in America.,None
55281,And we had an initiative that we were working on to raise women's pay.,Claim
55352,They've cut it off.,Claim
55372,They've stopped it.,Claim
55392,They don't enforce these kinds of things.,Claim
55435,"Now, I think that it's a matter of fundamental right that if we raise the minimum wage, 15 million Americans would be positively affected.",Claim
55574,"We'd put money into the hands of people who work hard, who obey the rules, who play for the American dream.",Premise
55683,"And if we did that, we'd have more consumption ability in America, which is what we need right now in order to kick our economy into gear.",Premise
55822,I will fight tooth and nail to pass the minimum wage.,Claim
55884,"Actually, Mitch McConnell had a minimum-wage plan that I supported that would have increased the minimum wage.",None
55995,But let me talk about what's really important for the worker you're referring to.,None
56077,And that's to make sure the education system works.,Claim
56129,It's to make sure we raise standards.,Claim
56168,"Listen, the No Child Left Behind Act is really a jobs act when you think about it.",Claim
56251,"The No Child Left Behind Act says, ""We'll raise standards.",Premise
56310,We'll increase federal spending.,Premise
56343,"But in return for extra spending, we now want people to measure -- states and local jurisdictions to measure to show us whether or not a child can read or write or add and subtract. """,Premise
56528,You cannot solve a problem unless you diagnose the problem.,Claim
56588,And we weren't diagnosing problems.,Premise
56624,And therefore just kids were being shuffled through the school.,Claim
56689,And guess who would get shuffled through?,Premise
56731,Children whose parents wouldn't speak English as a first language just move through.,Claim
56817,Many inner-city kids just move through.,Premise
56857,We've stopped that practice now by measuring early.,Claim
56909,"And when we find a problem, we spend extra money to correct it.",Claim
56974,"I remember a lady in Houston, Texas, told me, ""Reading is the new civil right,"" and she's right.",None
57071,"In order to make sure people have jobs for the 21st century, we've got to get it right in the education system, and we're beginning to close a minority achievement gap now.",Claim
57245,"You see, we'll never be able to compete in the 21st century unless we have an education system that doesn't quit on children, an education system that raises standards, an education that makes sure there's excellence in every classroom.",Claim
57495,"Mr. President, I want to go back to something Senator Kerry said earlier tonight and ask a follow-up of my own.",None
57607,He said -- and this will be a new question to you -- he said that you had never said whether you would like to overturn Roe v. Wade.,None
57740,"So I'd ask you directly, would you like to?",None
57791,"What he's asking me is, will I have a litmus test for my judges?",Premise
57856,"And the answer is, no, I will not have a litmus test.",Claim
57910,"I will pick judges who will interpret the Constitution, but I'll have no litmus test.",Claim
58008,"Senator Kerry, you'd like to respond?",None
58054,Is that a new question or a 30-second question?,None
58114,That's a new question for Senator -- for President Bush.,None
58179,Which time limit.,None
58195,.,None
58195,.,None
58213,You have 90 seconds.,None
58242,Thank you very much.,None
58263,"Well, again, the president didn't answer the question.",None
58319,I'll answer it straight to America.,Premise
58355,"I'm not going to appoint a judge to the Court who's going to undo a constitutional right, whether it's the First Amendment, or the Fifth Amendment, or some other right that's given under our courts today -- under the Constitution.",Claim
58586,And I believe that the right of choice is a constitutional right.,Claim
58653,So I don't intend to see it undone.,Claim
58690,"Clearly, the president wants to leave in ambivalence or intends to undo it.",None
58767,But let me go a step further.,Premise
58797,We have a long distance yet to travel in terms of fairness in America.,Premise
58868,"I don't know how you can govern in this country when you look at New York City and you see that 50 percent of the black males there are unemployed, when you see 40 percent of Hispanic children -- of black children in some cities -- dropping out of high school.",Premise
59130,And yet the president who talks about No Child Left Behind refused to fully fund -- by $28 billion -- that particular program so you can make a difference in the lives of those young people.,Premise
59322,"Now right here in Arizona, that difference would have been $131 million to the state of Arizona to help its kids be able to have better education and to lift the property tax burden from its citizens.",Claim
59523,The president reneged on his promise to fund No Child Left Behind.,Premise
59591,"He'll tell you he's raised the money, and he has.",Claim
59641,"But he didn't put in what he promised, and that makes a difference in the lives of our children.",None
59751,"Yes, sir?",None
59768,Two things.,Claim
59780,"One, he clearly has a litmus test for his judges, which I disagree with.",Premise
59853,"And secondly, only a liberal senator from Massachusetts would say that a 49 percent increase in funding for education was not enough.",Claim
59988,We've increased funds.,Claim
60011,"But more importantly, we've reformed the system to make sure that we solve problems early, before they're too late.",Premise
60128,He talked about the unemployed.,Claim
60160,Absolutely we've got to make sure they get educated.,Premise
60214,He talked about children whose parents don't speak English as a first language?,Claim
60294,Absolutely we've got to make sure they get educated.,Premise
60348,And that's what the No Child Left Behind Act does.,None
60412,Senator?,Premise
60429,You don't measure it by a percentage increase.,Claim
60476,"Mr. President, you measure it by whether you're getting the job done.",Claim
60546,Five hundred thousand kids lost after-school programs because of your budget.,None
60625,"Now, that's not in my gut.",Claim
60652,"That's not in my value system, and certainly not so that the wealthiest people in America can walk away with another tax cut.",Premise
60779,"$89 billion last year to the top 1 percent of Americans, but kids lost their after-school programs.",None
60879,You be the judge.,None
60910,"All right, let's go to another question.",None
60951,And it is to Senator Kerry.,None
60979,"You have two minutes, sir.",Premise
61007,"Senator, the last debate, President Bush said he did not favor a draft.",Claim
61079,You agreed with him.,Claim
61100,But our National Guard and Reserve forces are being severely strained because many of them are being held beyond their enlistments.,Claim
61232,Some of them say that it's a back-door draft.,Premise
61279,Is there any relief that could be offered to these brave Americans and their families?,Premise
61367,"If you became president, Senator Kerry, what would you do about this situation of holding National Guard and Reservists for these extended periods of time and these repeated call-ups that they're now facing?",Claim
61584,"Well, I think the fact that they're facing these repeated call-ups, some of them two and three deployments, and there's a stop- loss policy that prevents people from being able to get out when their time was up, is a reflection of the bad judgment this president exercised in how he has engaged in the world and deployed our forces.",Claim
61917,Our military is overextended.,Premise
61947,"Nine out of 10 active-duty Army divisions are either in Iraq, going to Iraq or have come back from Iraq.",None
62052,"One way or the other, they're wrapped up in it.",Claim
62101,"Now, I've proposed adding two active-duty divisions to the armed forces of the United States -- one combat, one support.",Claim
62223,"In addition, I'm going to double the number of Special Forces so that we can fight a more effective war on terror, with less pressure on the National Guard and Reserve.",Premise
62392,And what I would like to do is see the National Guard and Reserve be deployed differently here in our own country.,Premise
62507,There's much we can do with them with respect to homeland security.,None
62575,We ought to be doing that.,None
62602,And that would relieve an enormous amount of pressure.,Claim
62658,"But the most important thing to relieve the pressure on all of the armed forces is frankly to run a foreign policy that recognizes that America is strongest when we are working with real alliances, when we are sharing the burdens of the world by working through our statesmanship at the highest levels and our diplomacy to bring other nations to our side.",Claim
63015,"I've said it before, I say it again: I believe the president broke faith with the American people in the way that he took this nation to war.",Premise
63157,He said he would work through a real alliance.,Premise
63204,"He said in Cincinnati we would plan carefully, we would take every precaution.",Claim
63283,"Well, we didn't.",Claim
63300,And the result is our forces today are overextended.,Premise
63354,The fact is that he did not choose to go to war as a last result.,Claim
63420,"And America now is paying, already $120 billion, up to $200 billion before we're finished and much more probably.",Claim
63534,And that is the result of this president taking his eye off of Osama bin Laden.,None
63627,Mr. President?,Claim
63649,"The best way to take the pressure off our troops is to succeed in Iraq, is to train Iraqis so they can do the hard work of democracy, is to give them a chance to defend their country, which is precisely what we're doing.",None
63870,"We'll have 125,000 troops trained by the end of this year.",None
63929,"I remember going on an airplane in Bangor, Maine, to say thanks to the reservists and Guard that were headed overseas from Tennessee and North Carolina, Georgia.",None
64091,Some of them had been there before.,None
64128,The people I talked to their spirits were high.,None
64176,They didn't view their service as a back-door draft.,None
64229,They viewed their service as an opportunity to serve their country.,Premise
64298,"My opponent, the senator, talks about foreign policy.",Premise
64353,In our first debate he proposed America pass a global test.,Premise
64413,"In order to defend ourselves, we'd have to get international approval.",None
64484,That's one of the major differences we have about defending our country.,Claim
64558,I'll work with allies.,Claim
64581,I'll work with friends.,Claim
64605,We'll continue to build strong coalitions.,Claim
64648,But I will never turn over our national- security decisions to leaders of other countries.,Claim
64740,"We'll be resolute, we'll be strong, and we'll wage a comprehensive war against the terrorists.",None
64848,Senator?,Claim
64865,I have never suggested a test where we turn over our security to any nation.,Claim
64942,"In fact, I've said the opposite: I will never turn the security of the United States over to any nation.",Premise
65047,No nation will ever have a veto over us.,Claim
65088,"But I think it makes sense, I think most Americans in their guts know, that we ought to pass a sort of truth standard.",Premise
65207,"That's how you gain legitimacy with your own countrypeople, and that's how you gain legitimacy in the world.",Claim
65317,But I'll never fail to protect the United States of America.,Premise
65386,"In 1990, there was a vast coalition put together to run Saddam Hussein out of Kuwait.",Premise
65472,"The international community, the international world said this is the right thing to do, but when it came time to authorize the use of force on the Senate floor, my opponent voted against the use of force.",Claim
65678,Apparently you can't pass any test under his vision of the world.,None
65757,"Mr. President, new question, two minutes.",Premise
65799,"You said that if Congress would vote to extend the ban on assault weapons, that you'd sign the legislation, but you did nothing to encourage the Congress to extend it.",Premise
65967,Why not?,None
65984,"Actually, I made my intentions -- made my views clear.",Claim
66039,"I did think we ought to extend the assault weapons ban, and was told the fact that the bill was never going to move, because Republicans and Democrats were against the assault weapon ban, people of both parties.",Claim
66251,I believe law-abiding citizens ought to be able to own a gun.,Claim
